Unnamed: 0.2,Time_Recorded,CarID,Price,manufacturer,Origin,FE_HW,FE_UR,rpm-max,Horsepower,comp_ratio,Stroke,Bore,fuel_system,Engine-size,cylinders_num,Engine-type,Curb-weight,Height,Width,Length,Wheel_Base,Engine-loc,Drive-wheels-type,vehicle_cat,doors_num,aspiration,fuel,normalized-losses
490,2019-04-22 01:52:45,Car540,12631.0,zenith,France,30,24,4502.0,85.0,21.51,3.38,3.71,idi,112,4,ohc,3224,58.3,69.6,185.2,110.5,front,rwd,wagon,4.0,std,diesel,124.0
491,2019-05-30 01:02:01,Car177,15415.0,zenith,France,28,28,4413.0,78.0,9.07,3.28,3.33,idi,122,4,ohc,3053,58.0,66.9,182.4,103.8,front,rwd,wagon,4.0,std,gas,82.0
492,2021-04-06 19:34:11,Car483,16311.0,zenith,France,30,28,5602.0,77.0,9.0,3.3,3.29,mpfi,152,4,ohc,2664,58.0,68.2,181.6,103.7,front,rwd,wagon,4.0,std,gas,153.0
493,2023-11-30 05:25:46,Car344,17448.0,zenith,France,24,17,5317.0,150.0,8.67,3.25,3.57,mpfi,172,6,ohcv,3053,56.2,69.2,191.3,109.5,front,rwd,sedan,4.0,std,gas,125.0
494,2020-04-28 16:37:14,Car618,6429.0,velox,Japan,32,30,5195.0,70.0,9.06,2.89,3.13,2bbl,100,4,ohc,2175,52.2,64.0,156.3,95.0,front,fwd,hatchback,2.0,std,gas,93.0
495,2018-05-12 05:55:53,Car680,8606.0,velox,Japan,37,31,4572.0,65.0,9.27,3.33,3.59,2bbl,108,4,ohc,2096,52.7,65.3,163.9,95.5,front,fwd,hatchback,2.0,std,gas,100.0
496,2019-09-16 02:33:56,Car568,8263.0,raven,Japan,37,32,4957.0,66.0,8.64,3.36,3.43,2bbl,101,4,ohc,2556,52.9,65.8,160.2,95.1,front,fwd,hatchback,2.0,std,gas,127.0
497,2019-11-11 17:13:03,Car880,18643.0,raven,Japan,26,17,5095.0,170.0,7.65,3.34,3.69,mpfi,179,6,ohc,3300,50.2,69.8,176.4,95.8,front,rwd,hatchback,2.0,turbo,gas,166.0
498,2021-06-20 13:39:14,Car543,7168.0,nexus,Japan,32,29,5548.0,74.0,8.9,3.42,3.02,1bbl,96,4,ohc,2071,50.8,64.8,154.4,94.7,front,fwd,hatchback,2.0,std,gas,124.0
499,2018-09-02 08:05:40,Car303,32161.0,aegis,Germany,24,16,5062.0,169.0,8.73,3.38,3.64,mpfi,183,6,ohcv,3239,55.4,70.6,192.5,104.5,front,rwd,sedan,4.0,std,gas,124.0
